"","year","ccode","familychildren","health","housing","oldage","sicknessdisability","social","survivors","unemployment","nominalGDP","potentialoutput","MUsocial","OGUSA","log_OGUSA","diff_log_OGUSA","diff_OGUSA","lag_OGUSA","log_lag_OGUSA","oilprice","log_oilprice","diff_log_oilprice","diff_oilprice","lag_oilprice","log_lag_oilprice","oilprice_PO","log_oilprice_PO","diff_log_oilprice_PO","diff_oilprice_PO","lag_oilprice_PO","log_lag_oilprice_PO","deflator","exports","pop_0_14","pop1564","pop_65","pop_tot","employed","selfemployed","actpop","NOMpotentialoutput","realGDP","familychildren_PO","health_PO","housing_PO","oldage_PO","sicknessdisability_PO","social_PO","survivors_PO","unemployment_PO","exports_PO","MUsocial_PO","familychildren_nomPO","health_nomPO","housing_nomPO","oldage_nomPO","sicknessdisability_nomPO","social_nomPO","survivors_nomPO","unemployment_nomPO","exports_nomPO","MUsocial_nomPO","outputgap","log_outputgap","diff_log_outputgap","diff_outputgap","lag_outputgap","log_lag_outputgap","lag_diff_log_outputgap","lag_exports_nomPO","log_lag_exports_nomPO","log_exports_nomPO","diff_log_exports_nomPO","lag_diff_log_exports_nomPO","lag_familychildren_nomPO","log_lag_familychildren_nomPO","log_familychildren_nomPO","diff_log_familychildren_nomPO","lag_diff_log_familychildren_nomPO","lag_health_nomPO","log_lag_health_nomPO","log_health_nomPO","diff_log_health_nomPO","lag_diff_log_health_nomPO","lag_social_nomPO","log_lag_social_nomPO","log_social_nomPO","diff_log_social_nomPO","lag_diff_log_social_nomPO","lag_MUsocial_nomPO","log_lag_MUsocial_nomPO","log_MUsocial_nomPO","diff_log_MUsocial_nomPO","lag_diff_log_MUsocial_nomPO","lag_housing_nomPO","log_lag_housing_nomPO","log_housing_nomPO","diff_log_housing_nomPO","lag_diff_log_housing_nomPO","lag_oldage_nomPO","log_lag_oldage_nomPO","log_oldage_nomPO","diff_log_oldage_nomPO","lag_diff_log_oldage_nomPO","lag_sicknessdisability_nomPO","log_lag_sicknessdisability_nomPO","log_sicknessdisability_nomPO","diff_log_sicknessdisability_nomPO","lag_diff_log_sicknessdisability_nomPO","lag_survivors_nomPO","log_lag_survivors_nomPO","log_survivors_nomPO","diff_log_survivors_nomPO","lag_diff_log_survivors_nomPO","lag_unemployment_nomPO","log_lag_unemployment_nomPO","log_unemployment_nomPO","diff_log_unemployment_nomPO","lag_diff_log_unemployment_nomPO","familychildren_GDP","health_GDP","housing_GDP","oldage_GDP","sicknessdisability_GDP","social_GDP","survivors_GDP","unemployment_GDP","actpop_pop1564","familychildren_pop1564","health_pop1564","housing_pop1564","oldage_pop1564","sicknessdisability_pop1564","social_pop1564","survivors_pop1564","unemployment_pop1564","exports_pop1564","MUsocial_pop1564","lag_exports_PO","log_lag_exports_PO","log_exports_PO","diff_log_exports_PO","lag_diff_log_exports_PO","lag_familychildren_PO","log_lag_familychildren_PO","log_familychildren_PO","diff_log_familychildren_PO","lag_diff_log_familychildren_PO","lag_health_PO","log_lag_health_PO","log_health_PO","diff_log_health_PO","lag_diff_log_health_PO","lag_social_PO","log_lag_social_PO","log_social_PO","diff_log_social_PO","lag_diff_log_social_PO","lag_MUsocial_PO","log_lag_MUsocial_PO","log_MUsocial_PO","diff_log_MUsocial_PO","lag_diff_log_MUsocial_PO","lag_housing_PO","log_lag_housing_PO","log_housing_PO","diff_log_housing_PO","lag_diff_log_housing_PO","lag_oldage_PO","log_lag_oldage_PO","log_oldage_PO","diff_log_oldage_PO","lag_diff_log_oldage_PO","lag_sicknessdisability_PO","log_lag_sicknessdisability_PO","log_sicknessdisability_PO","diff_log_sicknessdisability_PO","lag_diff_log_sicknessdisability_PO","lag_survivors_PO","log_lag_survivors_PO","log_survivors_PO","diff_log_survivors_PO","lag_diff_log_survivors_PO","lag_unemployment_PO","log_lag_unemployment_PO","log_unemployment_PO","diff_log_unemployment_PO","lag_diff_log_unemployment_PO","lag_familychildren_pop1564","log_lag_familychildren_pop1564","log_familychildren_pop1564","diff_log_familychildren_pop1564","lag_diff_log_familychildren_pop1564","lag_health_pop1564","log_lag_health_pop1564","log_health_pop1564","diff_log_health_pop1564","lag_diff_log_health_pop1564","lag_social_pop1564","log_lag_social_pop1564","log_social_pop1564","diff_log_social_pop1564","lag_diff_log_social_pop1564","lag_MUsocial_pop1564","log_lag_MUsocial_pop1564","log_MUsocial_pop1564","diff_log_MUsocial_pop1564","lag_diff_log_MUsocial_pop1564","lag_housing_pop1564","log_lag_housing_pop1564","log_housing_pop1564","diff_log_housing_pop1564","lag_diff_log_housing_pop1564","lag_oldage_pop1564","log_lag_oldage_pop1564","log_oldage_pop1564","diff_log_oldage_pop1564","lag_diff_log_oldage_pop1564","lag_sicknessdisability_pop1564","log_lag_sicknessdisability_pop1564","log_sicknessdisability_pop1564","diff_log_sicknessdisability_pop1564","lag_diff_log_sicknessdisability_pop1564","lag_survivors_pop1564","log_lag_survivors_pop1564","log_survivors_pop1564","diff_log_survivors_pop1564","lag_diff_log_survivors_pop1564","lag_unemployment_pop1564","log_lag_unemployment_pop1564","log_unemployment_pop1564","diff_log_unemployment_pop1564","lag_diff_log_unemployment_pop1564","lag_exports_pop1564","log_lag_exports_pop1564","log_exports_pop1564","diff_log_exports_pop1564","lag_diff_log_exports_pop1564","pop_0_14_pop1564","pop1564_pop1564","pop_65_pop1564","log_actpop_pop1564","diff_log_actpop_pop1564","lag_diff_log_actpop_pop1564","lag_actpop_pop1564","log_lag_actpop_pop1564","log_pop_0_14_pop1564","diff_log_pop_0_14_pop1564","lag_diff_log_pop_0_14_pop1564","lag_pop_0_14_pop1564","log_lag_pop_0_14_pop1564","log_pop_65_pop1564","diff_log_pop_65_pop1564","lag_diff_log_pop_65_pop1564","lag_pop_65_pop1564","log_lag_pop_65_pop1564","wages","GOSC","test","GNI","NPIROW","TIPMS","GOSTOTAL","GOSO","wages_PO","GOSC_PO","GOSO_PO","TIPMS_PO","NPIROW_PO","wages_GDP","GOSC_GDP","wages_pop1564","GOSC_pop1564","lag_wages_PO","log_lag_wages_PO","log_wages_PO","diff_log_wages_PO","diff_wages_PO","lag_diff_log_wages_PO","lag_GOSC_PO","log_lag_GOSC_PO","log_GOSC_PO","diff_log_GOSC_PO","diff_GOSC_PO","lag_diff_log_GOSC_PO","wages_nomPO","GOSC_nomPO","lag_wages_nomPO","log_lag_wages_nomPO","log_wages_nomPO","diff_log_wages_nomPO","diff_wages_nomPO","lag_diff_log_wages_nomPO","lag_GOSC_nomPO","log_lag_GOSC_nomPO","log_GOSC_nomPO","diff_log_GOSC_nomPO","diff_GOSC_nomPO","lag_diff_log_GOSC_nomPO","lag_GOSO_PO","log_lag_GOSO_PO","log_GOSO_PO","diff_log_GOSO_PO","diff_GOSO_PO","lag_diff_log_GOSO_PO","lag_TIPMS_PO","log_lag_TIPMS_PO","log_TIPMS_PO","diff_log_TIPMS_PO","diff_TIPMS_PO","lag_diff_log_TIPMS_PO","lag_NPIROW_PO","log_lag_NPIROWS_PO","log_NPIROW_PO","diff_log_NPIROW_PO","diff_NPIROW_PO","lag_diff_log_NPIROW_PO","lag_wages_pop1564","log_lag_wages_pop1564","log_wages_pop1564","diff_log_wages_pop1564","lag_diff_log_wages_pop1564","lag_GOSC_pop1564","log_lag_GOSC_pop1564","log_GOSC_pop1564","diff_log_GOSC_pop1564","lag_diff_log_GOSC_pop1564","NAWRU","unemprate","unemprate_NAWRU","lag_unemprate_NAWRU","log_lag_unemprate_NAWRU","log_unemprate_NAWRU","diff_log_unemprate_NAWRU","diff_unemprate_NAWRU","lag_diff_log_unemprate_NAWRU"
"1",1995,"AUT",5673.4,11778.9,124.9,21248.8,4023,38614.5,3382.2,2417.1,176.6088,243.6674,36197.4,1.00584525588279,0.00582823865578127,NA,NA,NA,NA,17.0313946106833,2.83505838272998,NA,NA,NA,NA,0.0698960739544285,-2.66074579792309,NA,NA,NA,NA,72.9587014,41.2584,1415.839,5329.994,1202.445,7948.278,3600.39,494.73,4095.12,177.776570775144,242.066808497225,0.0232833772593297,0.048340073395128,0.000512583956655671,0.0872041151175742,0.0165102102291895,0.158472163284871,0.0138803959823924,0.0099196691884101,0.169322609425799,0.148552494096461,0.0319130916704196,0.0662567623429876,0.000702567270003069,0.119525311503933,0.0226295286406913,0.217208037210036,0.0190250041681696,0.0135962798104437,0.232080075682103,0.203611757399592,0.993431244791978,-0.0065904244258322,NA,NA,NA,NA,NA,NA,NA,-1.46067281306553,NA,NA,NA,NA,-3.44473895618939,NA,NA,NA,NA,-2.71421774622321,NA,NA,NA,NA,-1.52689968787753,NA,NA,NA,NA,-1.59154024843089,NA,NA,NA,NA,-7.26076940332939,NA,NA,NA,NA,-2.12422711829112,NA,NA,NA,NA,-3.78849964851114,NA,NA,NA,NA,-3.96200115614534,NA,NA,NA,NA,-4.29795906700967,NA,NA,0.0321241070660126,0.0666948645820593,0.000707212777619235,0.120315635460974,0.0227791593623874,0.218644257817278,0.0191508010925843,0.0136861809830541,0.768316061894254,0.00106442896558608,0.00220992744081888,2.34334222515072e-05,0.00398664613881366,0.00075478508981436,0.00724475487214432,0.000634559813763393,0.000453490191546182,7.74079670633776e-06,0.00679126468059814,NA,NA,-1.77594945223981,NA,NA,NA,NA,-3.76001559536367,NA,NA,NA,NA,-3.02949438539749,NA,NA,NA,NA,-1.84217632705181,NA,NA,NA,NA,-1.90681688760517,NA,NA,NA,NA,-7.57604604250367,NA,NA,NA,NA,-2.4395037574654,NA,NA,NA,NA,-4.10377628768541,NA,NA,NA,NA,-4.27727779531962,NA,NA,NA,NA,-4.61323570618394,NA,NA,NA,NA,-6.8453168061663,NA,NA,NA,NA,-6.11479559620012,NA,NA,NA,NA,-4.92747753785443,NA,NA,NA,NA,-4.9921180984078,NA,NA,NA,NA,-10.6613472533063,NA,NA,NA,NA,-5.52480496826803,NA,NA,NA,NA,-7.18907749848804,NA,NA,NA,NA,-7.36257900612225,NA,NA,NA,NA,-7.69853691698657,NA,NA,NA,NA,-11.7690059420246,NA,NA,0.265636133924353,1,0.225599691106594,-0.263554091568573,NA,NA,NA,NA,-1.3256278242314,NA,NA,NA,NA,-1.48899312856753,NA,NA,NA,NA,90.053,36.742,0.717942707271665,175.9294,-0.6793,20.62524,65.9305,29.1885,0.36957344314422,0.150787507889853,0.119788285178895,0.0846450530518239,-0.00278781650725538,0.509900978886669,0.208041728384996,0.0168955162050839,0.0068934411558437,NA,NA,-0.995405794760928,NA,NA,NA,NA,NA,-1.89188366576632,NA,NA,NA,0.000506551564176032,0.000206675153198181,NA,NA,-7.58788443456879,NA,NA,NA,NA,NA,-8.48436230557418,NA,NA,NA,NA,NA,-2.12202938456888,NA,NA,NA,NA,NA,-2.46928861213638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.08070700556356,NA,NA,NA,NA,-4.97718487656895,NA,NA,4.137915,4.5,1.08750421407883,NA,NA,0.08388535898821,NA,NA,NA
"2",1996,"AUT",5568.6,12291.6,144.1,22202.9,3959.7,39855,3485.3,2574.7,182.5409,249.3112,37280.3,1.00472118598874,0.0047100761442058,-0.00111816251157547,-0.00112406989404867,1.00584525588279,0.00582823865578127,20.6286794536833,3.0266823140641,0.191623931334123,3.597284843,17.0313946106833,2.83505838272998,0.0827426904755314,-2.4920196012485,0.16872619667459,0.0128466165211029,0.0698960739544285,-2.66074579792309,73.6782241,43.4986,1410.822,5335.962,1212.232,7959.017,3613.7,512.56,4126.26,183.688064642399,247.754207202722,0.022335939981838,0.0493022375248284,0.000577992484894381,0.0890569697630913,0.0158825596282879,0.159860447504966,0.0139797169160471,0.0103272536492544,0.174475113833634,0.149533193855711,0.0303155243692118,0.0669156160141873,0.000784482107101142,0.120872850629812,0.0215566537091491,0.216971092147925,0.0189740144891021,0.0140166973015497,0.236806893712351,0.202954394846375,0.99375482209673,-0.00626476060098626,0.000325663824845938,0.000323577304751965,0.993431244791978,-0.0065904244258322,NA,0.232080075682103,-1.46067281306553,-1.44051026443509,0.02016254863044,NA,0.0319130916704196,-3.44473895618939,-3.49609534225651,-0.0513563860671113,NA,0.0662567623429876,-2.71421774622321,-2.70432291585542,0.00989483036779237,NA,0.217208037210036,-1.52689968787753,-1.52799115022388,-0.00109146234635427,NA,0.203611757399592,-1.59154024843089,-1.59477398110846,-0.00323373267756621,NA,0.000702567270003069,-7.26076940332939,-7.15048679408043,0.110282609248961,NA,0.119525311503933,-2.12422711829112,-2.11301610712634,0.011211011164777,NA,0.0226295286406913,-3.78849964851114,-3.83707075328289,-0.048571104771753,NA,0.0190250041681696,-3.96200115614534,-3.96468489438246,-0.00268373823711654,NA,0.0135962798104437,-4.29795906700967,-4.26750599562966,0.0304530713800073,NA,0.0305060400162375,0.0673361422015559,0.000789412126268688,0.121632467025198,0.0216921248881757,0.218334630759463,0.0190932552649845,0.0141047841880915,0.773292613403169,0.00104359813656844,0.00230353964289851,2.70054396939109e-05,0.00416099290062411,0.000742077998306585,0.00746913115198347,0.000653171817940233,0.00048251842872944,8.15196959798439e-06,0.00698661272325403,0.169322609425799,-1.77594945223981,-1.74597316164392,0.0299762905958891,NA,0.0232833772593297,-3.76001559536367,-3.80155823946533,-0.0415426441016624,NA,0.048340073395128,-3.02949438539749,-3.00978581306425,0.0197085723332409,NA,0.158472163284871,-1.84217632705181,-1.83345404743271,0.00872227961909466,NA,0.148552494096461,-1.90681688760517,-1.90023687831728,0.00658000928788272,NA,0.000512583956655671,-7.57604604250367,-7.45594969128926,0.12009635121441,NA,0.0872041151175742,-2.4395037574654,-2.41847900433517,0.0210247531302263,NA,0.0165102102291895,-4.10377628768541,-4.14253365049172,-0.0387573628063036,NA,0.0138803959823924,-4.27727779531962,-4.27014779159128,0.00713000372833239,NA,0.0099196691884101,-4.61323570618394,-4.57296889283848,0.0402668133454558,NA,0.00106442896558608,-6.8453168061663,-6.86508079028356,-0.0197639841172581,NA,0.00220992744081888,-6.11479559620012,-6.07330836388247,0.0414872323176452,NA,0.00724475487214432,-4.92747753785443,-4.89697659825094,0.0305009396034981,NA,0.00679126468059814,-4.9921180984078,-4.96375942913551,0.0283586692722864,NA,2.34334222515072e-05,-10.6613472533063,-10.5194722421075,0.141875011198813,NA,0.00398664613881366,-5.52480496826803,-5.48200155515339,0.0428034131146307,NA,0.00075478508981436,-7.18907749848804,-7.20605620130994,-0.0169787028219002,NA,0.000634559813763393,-7.36257900612225,-7.33367034240951,0.0289086637127367,NA,0.000453490191546182,-7.69853691698657,-7.63649144365671,0.0620454733298601,NA,7.74079670633776e-06,-11.7690059420246,-11.7172509914443,0.0517549505802926,NA,0.264398809436799,1,0.227181527904434,-0.257097759458328,0.00645633211024482,NA,0.768316061894254,-0.263554091568573,-1.33029667390128,-0.00466884966988612,NA,0.265636133924353,-1.3256278242314,-1.48200589867795,0.00698722988957567,NA,0.225599691106594,-1.48899312856753,91.1901,38.9116,0.712726298599382,182.4382,-0.1027,22.64503,68.7057,29.7941,0.365768164446683,0.156076421757225,0.119505661999942,0.0908303758515462,-0.000411934963210638,0.499559824674909,0.213166473924474,0.0170897206539327,0.00729233079246067,0.36957344314422,-0.995405794760928,-1.00575557675615,-0.0103497819952263,-0.00380527869753688,NA,0.150787507889853,-1.89188366576632,-1.85740950862699,0.0344741571393241,0.00528891386737237,NA,0.000496439984696487,0.000211835211371803,0.000506551564176032,-7.58788443456879,-7.60804795852946,-0.020163523960675,-1.01115794795445e-05,NA,0.000206675153198181,-8.48436230557418,-8.45970189040031,0.0246604151738747,5.16005817362215e-06,NA,0.119788285178895,-2.12202938456888,-2.12439152798035,-0.00236214341146956,-0.000282623178953278,NA,0.0846450530518239,-2.46928861213638,-2.39876151350954,0.0705270986268474,0.00618532279972224,NA,-0.00278781650725538,NA,NA,NA,0.00237588154404474,NA,0.0168955162050839,-4.08070700556356,-4.06927812757438,0.0114288779891778,NA,0.0068934411558437,-4.97718487656895,-4.92093205944522,0.0562528171237275,NA,4.190435,4.9,1.16932967579738,1.08750421407883,0.08388535898821,0.156430657955562,0.0725452989673524,0.0818254617185519,NA
"3",1997,"AUT",5333.7,13193.7,171,22846,3821.7,40060.7,3531.3,2371.5,188.7238,255.391,37689.2,0.999371601467444,-0.00062859605766755,-0.00533867220187335,-0.00534958452129297,1.00472118598874,0.0047100761442058,19.1459497648833,2.95209119272898,-0.0745911213351222,-1.4827296888,20.6286794536833,3.0266823140641,0.0749672062245079,-2.59070451140753,-0.0986849101590281,-0.00777548425102347,0.0827426904755314,-2.4920196012485,74.6117239,50.354,1400.463,5347.247,1220.332,7968.041,3636.73,510.79,4147.52,190.551627785449,252.941213706496,0.0208844477683239,0.0516607867935832,0.000669561574213657,0.0894549925408491,0.014964113848961,0.156860265240357,0.0138270338422262,0.00928576183185782,0.197164347999734,0.147574503408499,0.0279908393435792,0.069239502980554,0.000897394590575405,0.119894016469507,0.020055981911123,0.210235412132539,0.0185319854836195,0.0124454460324536,0.264253843355754,0.197789966100085,0.990407703115992,-0.00963859929934608,-0.00337383869835982,-0.00334711898073758,0.99375482209673,-0.00626476060098626,0.000325663824845938,0.236806893712351,-1.44051026443509,-1.33084510994492,0.109665154490169,0.02016254863044,0.0303155243692118,-3.49609534225651,-3.57587798863825,-0.0797826463817413,-0.0513563860671113,0.0669156160141873,-2.70432291585542,-2.67018372691257,0.0341391889428451,0.00989483036779237,0.216971092147925,-1.52799115022388,-1.55952736597242,-0.0315362157485379,-0.00109146234635427,0.202954394846375,-1.59477398110846,-1.62054958858231,-0.0257756074738473,-0.00323373267756621,0.000784482107101142,-7.15048679408043,-7.01601489232622,0.134471901754209,0.110282609248961,0.120872850629812,-2.11301610712634,-2.12114712253499,-0.00813101540864603,0.011211011164777,0.0215566537091491,-3.83707075328289,-3.90922782004503,-0.0721570667621423,-0.048571104771753,0.0189740144891021,-3.96468489438246,-3.98825709474234,-0.0235722003598804,-0.00268373823711654,0.0140166973015497,-4.26750599562966,-4.38640050351125,-0.118894507881588,0.0304530713800073,0.0282619362263795,0.0699101014286486,0.00090608603684326,0.121055214021761,0.0202502281111338,0.21227158418811,0.0187114714731263,0.0125659826688526,0.775636509777835,0.000997466546804365,0.00246738181348271,3.1979072595674e-05,0.00427247890363022,0.000714704220695247,0.00749183645341238,0.000660395900918735,0.000443499243629479,9.41680831276356e-06,0.0070483372097829,0.174475113833634,-1.74597316164392,-1.62371764423468,0.122255517409238,0.0299762905958891,0.022335939981838,-3.80155823946533,-3.868750522928,-0.0671922834626715,-0.0415426441016624,0.0493022375248284,-3.00978581306425,-2.96305626120233,0.0467295518619149,0.0197085723332409,0.159860447504966,-1.83345404743271,-1.85239990026218,-0.0189458528294686,0.00872227961909466,0.149533193855711,-1.90023687831728,-1.91342212287206,-0.013185244554778,0.00658000928788272,0.000577992484894381,-7.45594969128926,-7.30888742661598,0.147062264673279,0.12009635121441,0.0890569697630913,-2.41847900433517,-2.41401965682475,0.00445934751042332,0.0210247531302263,0.0158825596282879,-4.14253365049172,-4.20210035433479,-0.0595667038430729,-0.0387573628063036,0.0139797169160471,-4.27014779159128,-4.28112962903209,-0.010981837440811,0.00713000372833239,0.0103272536492544,-4.57296889283848,-4.679273037801,-0.106304144962519,0.0402668133454558,0.00104359813656844,-6.86508079028356,-6.91029194680087,-0.0452111565173086,-0.0197639841172581,0.00230353964289851,-6.07330836388247,-6.00459768507519,0.0687106788072782,0.0414872323176452,0.00746913115198347,-4.89697659825094,-4.89394132413504,0.00303527411589499,0.0305009396034981,0.00698661272325403,-4.96375942913551,-4.95496354674492,0.0087958823905856,0.0283586692722864,2.70054396939109e-05,-10.5194722421075,-10.3504288504888,0.169043391618642,0.141875011198813,0.00416099290062411,-5.48200155515339,-5.45556108069761,0.0264404744557858,0.0428034131146307,0.000742077998306585,-7.20605620130994,-7.24364177820765,-0.03758557689771,-0.0169787028219002,0.000653171817940233,-7.33367034240951,-7.32267105290496,0.0109992895045519,0.0289086637127367,0.00048251842872944,-7.63649144365671,-7.72081446167386,-0.0843230180171552,0.0620454733298601,8.15196959798439e-06,-11.7172509914443,-11.5730143470897,0.144236644354601,0.0517549505802926,0.261903555231318,1,0.228216874963883,-0.254071283774354,0.00302647568397424,0.00645633211024482,0.773292613403169,-0.257097759458328,-1.33977895279421,-0.00948227889293096,-0.00466884966988612,0.264398809436799,-1.33029667390128,-1.47745889615549,0.0045470025224692,0.00698722988957567,0.227181527904434,-1.48200589867795,92.7919,42.7434,0.718167501926095,187.8503,-0.8735,24.243,71.6888,28.9454,0.363332693791089,0.167364550825988,0.113337588247041,0.0949250365126414,-0.00342024581915573,0.491680964457053,0.226486537469042,0.0173532099788919,0.00799353386892358,0.365768164446683,-1.00575557675615,-1.01243635263662,-0.00668077588046456,-0.00243547065559452,-0.0103497819952263,0.156076421757225,-1.85740950862699,-1.78758090663739,0.0698286019896086,0.0112881290687629,0.0344741571393241,0.000486964614673766,0.000224314011361408,0.000496439984696487,-7.60804795852946,-7.627319097329,-0.0192711387995335,-9.47537002272145e-06,-0.020163523960675,0.000211835211371803,-8.45970189040031,-8.40246365132977,0.0572382390705393,1.24787999896053e-05,0.0246604151738747,0.119505661999942,-2.12439152798035,-2.17738440738853,-0.0529928794081815,-0.0061680737529014,-0.00236214341146956,0.0908303758515462,-2.39876151350954,-2.35466778821708,0.0440937252924547,0.00409466066109522,0.0705270986268474,-0.000411934963210638,NA,NA,NA,-0.00300831085594509,NA,0.0170897206539327,-4.06927812757438,-4.05397777650948,0.0153003510648988,0.0114288779891778,0.00729233079246067,-4.92093205944522,-4.82912233051025,0.0918097289349724,0.0562528171237275,4.225001,4.9,1.15976303910934,1.16932967579738,0.156430657955562,0.148215707621081,-0.00821495033448089,-0.00956663668804136,0.0725452989673524
"4",1998,"AUT",5151,14015.7,211.9,23803.1,4042.9,41116,3600.2,2559.9,196.3466,262.0063,38556.1,0.99509455379074,-0.00491751740309015,-0.0042889213454226,-0.004277047676704,0.999371601467444,-0.00062859605766755,12.8026752425333,2.54965415241033,-0.402437040318643,-6.34327452235,19.1459497648833,2.95209119272898,0.0488639977074341,-3.01871439686319,-0.428009885455668,-0.0261032085170738,0.0749672062245079,-2.59070451140753,74.941437,54.5242,1388.451,5361.372,1226.965,7976.789,3671.98,513.76,4185.74,196.351286250531,262.000046783197,0.0196598326070785,0.0534937518677986,0.000808759178691505,0.0908493421723065,0.0154305449907121,0.156927524261821,0.0137408909633089,0.00977037575050676,0.208102629593258,0.147157148511314,0.0262335943826091,0.0713807394269723,0.00107918824493785,0.121227115210383,0.0205901375906524,0.209400207073453,0.0183355050468393,0.0130373477499594,0.277687001909582,0.196362859323493,0.999976133334186,-2.38669506269547e-05,0.00961473234871913,0.00956843021819431,0.990407703115992,-0.00963859929934608,-0.00337383869835982,0.264253843355754,-1.33084510994492,-1.28126069199608,0.0495844179488425,0.109665154490169,0.0279908393435792,-3.57587798863825,-3.64071446122396,-0.0648364725857102,-0.0797826463817413,0.069239502980554,-2.67018372691257,-2.63972720195203,0.0304565249605435,0.0341391889428451,0.210235412132539,-1.55952736597242,-1.56350799165673,-0.00398062568430757,-0.0315362157485379,0.197789966100085,-1.62054958858231,-1.627791008259,-0.00724141967669678,-0.0257756074738473,0.000897394590575405,-7.01601489232622,-6.83154614551529,0.184468746810934,0.134471901754209,0.119894016469507,-2.12114712253499,-2.1100895075112,0.0110576150237858,-0.00813101540864603,0.020055981911123,-3.90922782004503,-3.882943075563,0.026284744482032,-0.0721570667621423,0.0185319854836195,-3.98825709474234,-3.99891593233294,-0.0106588375906003,-0.0235722003598804,0.0124454460324536,-4.38640050351125,-4.33993713657889,0.0464633669323522,-0.118894507881588,0.0262342205059828,0.0713824430878864,0.00107921400217778,0.121230008566484,0.0205906290203141,0.209405204877497,0.0183359426646553,0.0130376589154078,0.780721800315292,0.000960761536412694,0.00261420024575799,3.952346526225e-05,0.00443974042465249,0.000754079366251773,0.00766893250459024,0.000671507218674623,0.000477471065242255,1.01698222022273e-05,0.00719146143934799,0.197164347999734,-1.62371764423468,-1.5697239094622,0.053993734772477,0.122255517409238,0.0208844477683239,-3.868750522928,-3.92917767869008,-0.0604271557620759,-0.0671922834626715,0.0516607867935832,-2.96305626120233,-2.92819041941815,0.0348658417841778,0.0467295518619149,0.156860265240357,-1.85239990026218,-1.85197120912285,0.000428691139326975,-0.0189458528294686,0.147574503408499,-1.91342212287206,-1.91625422572512,-0.00283210285306201,-0.013185244554778,0.000669561574213657,-7.30888742661598,-7.12000936298141,0.188878063634568,0.147062264673279,0.0894549925408491,-2.41401965682475,-2.39855272497733,0.0154669318474201,0.00445934751042332,0.014964113848961,-4.20210035433479,-4.17140629302912,0.0306940613056659,-0.0595667038430729,0.0138270338422262,-4.28112962903209,-4.28737914979906,-0.00624952076696594,-0.010981837440811,0.00928576183185782,-4.679273037801,-4.62840035404502,0.0508726837559879,-0.106304144962519,0.000997466546804365,-6.91029194680087,-6.94778432087588,-0.0374923740750184,-0.0452111565173086,0.00246738181348271,-6.00459768507519,-5.94679706160396,0.0578006234712349,0.0687106788072782,0.00749183645341238,-4.89394132413504,-4.87057785130866,0.0233634728263841,0.00303527411589499,0.0070483372097829,-4.95496354674492,-4.93486086791093,0.0201026788339949,0.0087958823905856,3.1979072595674e-05,-10.3504288504888,-10.1386160051672,0.211812845321624,0.169043391618642,0.00427247890363022,-5.45556108069761,-5.41715936716313,0.0384017135344772,0.0264404744557858,0.000714704220695247,-7.24364177820765,-7.19001293521493,0.0536288429927234,-0.03758557689771,0.000660395900918735,-7.32267105290496,-7.30598579198486,0.0166852609200916,0.0109992895045519,0.000443499243629479,-7.72081446167386,-7.64700699623082,0.0738074654430436,-0.0843230180171552,9.41680831276356e-06,-11.5730143470897,-11.4960858306301,0.0769285164595352,0.144236644354601,0.25897307629465,1,0.228852801111357,-0.247536402183647,0.00653488159070637,0.00302647568397424,0.775636509777835,-0.254071283774354,-1.35103117521635,-0.0112522224221321,-0.00948227889293096,0.261903555231318,-1.33977895279421,-1.47467627201264,0.00278262414284702,0.0045470025224692,0.228216874963883,-1.47745889615549,96.2767,45.4475,0.721806234485344,195.1531,-1.1935,24.63766,75.4323,29.9848,0.367459484752848,0.173459569483635,0.11444304965186,0.0940346090914608,-0.00455523397719826,0.490340550842235,0.231465683643109,0.017957474318141,0.00847684137567772,0.363332693791089,-1.01243635263662,-1.00114221197722,0.0112941406594003,0.00412679096175861,-0.00668077588046456,0.167364550825988,-1.78758090663739,-1.75181073566345,0.0357701709739373,0.00609501865764614,0.0698286019896086,0.000490328848048174,0.00023146015932899,0.000486964614673766,-7.627319097329,-7.62043427349323,0.00688482383576527,3.36423337440775e-06,-0.0192711387995335,0.000224314011361408,-8.40246365132977,-8.37110279717946,0.0313608541503037,7.14614796758182e-06,0.0572382390705393,0.113337588247041,-2.17738440738853,-2.16767796267697,0.00970644471156445,0.00110546140481871,-0.0529928794081815,0.0949250365126414,-2.35466778821708,-2.36409238265038,-0.00942459443329557,-0.000890427421180617,0.0440937252924547,-0.00342024581915573,NA,NA,NA,-0.00113498815804253,NA,0.0173532099788919,-4.05397777650948,-4.01974885416302,0.0342289223464567,0.0153003510648988,0.00799353386892358,-4.82912233051025,-4.77041737784925,0.0587049526609942,0.0918097289349724,4.251522,4.7,1.10548645873172,1.15976303910934,0.148215707621081,0.100285472241448,-0.0479302353796334,-0.05427658037762,-0.00821495033448089
